participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,startTime,endTime,parameters_preset,parameters_output
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_ScaledGlyph","17","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","356.25","","40894","40894","2026-07-27T10:01:47.733Z","2026-07-27T10:02:28.627Z","precipitation","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_ScaledGlyph","17","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","3.720299e-8","","40894","40894","2026-07-27T10:01:47.733Z","2026-07-27T10:02:28.627Z","precipitation","ScaledGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_ScaledGlyph","17","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":148,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_VSUP","18","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","98010.63","98008.52","33240","33240","2026-07-27T10:02:29.005Z","2026-07-27T10:03:02.245Z","air_pressure","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_VSUP","18","VSUP_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","-66.2158721139987","","33240","33240","2026-07-27T10:02:29.005Z","2026-07-27T10:03:02.245Z","air_pressure","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_VSUP","18","VSUP_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","22.5","","33240","33240","2026-07-27T10:02:29.005Z","2026-07-27T10:03:02.245Z","air_pressure","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_VSUP","18","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","300.0192","","33240","33240","2026-07-27T10:02:29.005Z","2026-07-27T10:03:02.245Z","air_pressure","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Minima_VSUP","18","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":73,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_IsoGlyph","19","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","103107.33","103119.4","17689","17689","2026-07-27T10:03:02.622Z","2026-07-27T10:03:20.311Z","air_pressure","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_IsoGlyph","19","IsoGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","47.56392574797867","","17689","17689","2026-07-27T10:03:02.622Z","2026-07-27T10:03:20.311Z","air_pressure","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_IsoGlyph","19","IsoGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","95.625","","17689","17689","2026-07-27T10:03:02.622Z","2026-07-27T10:03:20.311Z","air_pressure","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_IsoGlyph","19","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","359.5462","","17689","17689","2026-07-27T10:03:02.622Z","2026-07-27T10:03:20.311Z","air_pressure","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Luftdruck_Value_Maxima_IsoGlyph","19","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":71,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_IsoGlyph","20","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","5.723616e-9","1.4379904e-9","42058","42058","2026-07-27T10:03:20.644Z","2026-07-27T10:04:02.702Z","precipitation","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_IsoGlyph","20","IsoGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","21.450475037398185","","42058","42058","2026-07-27T10:03:20.644Z","2026-07-27T10:04:02.702Z","precipitation","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_IsoGlyph","20","IsoGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","358.125","","42058","42058","2026-07-27T10:03:20.644Z","2026-07-27T10:04:02.702Z","precipitation","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_IsoGlyph","20","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","9.567891e-10","","42058","42058","2026-07-27T10:03:20.644Z","2026-07-27T10:04:02.702Z","precipitation","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Minima_IsoGlyph","20","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":148,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_IsoGlyph","21","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","0.000070535156","0.00007260401","50715","50715","2026-07-27T10:04:03.092Z","2026-07-27T10:04:53.807Z","precipitation","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_IsoGlyph","21","IsoGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","-4.663149706177884","","50715","50715","2026-07-27T10:04:03.092Z","2026-07-27T10:04:53.807Z","precipitation","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_IsoGlyph","21","IsoGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","110.625","","50715","50715","2026-07-27T10:04:03.092Z","2026-07-27T10:04:53.807Z","precipitation","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_IsoGlyph","21","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","0.00010846478","","50715","50715","2026-07-27T10:04:03.092Z","2026-07-27T10:04:53.807Z","precipitation","IsoGlyph"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_IsoGlyph","21","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":152,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_VSUP","22","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","0.000070535156","0.00007260401","55746","55746","2026-07-27T10:04:54.135Z","2026-07-27T10:05:49.881Z","precipitation","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_VSUP","22","VSUP_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","-4.663149706177884","","55746","55746","2026-07-27T10:04:54.135Z","2026-07-27T10:05:49.881Z","precipitation","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_VSUP","22","VSUP_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","110.625","","55746","55746","2026-07-27T10:04:54.135Z","2026-07-27T10:05:49.881Z","precipitation","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_VSUP","22","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","0.00010846478","","55746","55746","2026-07-27T10:04:54.135Z","2026-07-27T10:05:49.881Z","precipitation","Vsup"
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Niederschlag_Uncertainty_Maxima_VSUP","22","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":202,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Demographic","23","Qualification","DEFAULT","completed","","","","100.00","","Welchen Bildungsabschluss haben Sie?","Gymnasium","","11693","11693","2026-07-27T10:05:50.193Z","2026-07-27T10:06:01.886Z","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Demographic","23","Age","DEFAULT","completed","","","","100.00","","Wie alt sind Sie?","25-29","","11693","11693","2026-07-27T10:05:50.193Z","2026-07-27T10:06:01.886Z","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Demographic","23","Eyesight","DEFAULT","completed","","","","100.00","","Haben Sie eine Farbsehschwäche?","Keine","","11693","11693","2026-07-27T10:05:50.193Z","2026-07-27T10:06:01.886Z","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Demographic","23","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Feedback","24","Study_Rating","DEFAULT","completed","","","","100.00","","Bewerten Sie Ihre Zufriedenheit mit dieser Studie auf einer Skala von 1 bis 5.","4","","8441","8441","2026-07-27T10:06:02.230Z","2026-07-27T10:06:10.671Z","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Feedback","24","Remarks","DEFAULT","completed","","","","100.00","","Weitere Anmerkungen","","","8441","8441","2026-07-27T10:06:02.230Z","2026-07-27T10:06:10.671Z","",""
"5066d7fe-1ad0-4b53-9264-4e9ff4686cdd","Feedback","24","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":52,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Introduction","0","","DEFAULT","completed","","","","100.00","","","","","61678","61678","2026-07-27T10:33:26.116Z","2026-07-27T10:34:27.794Z","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Introduction","0","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":41,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Consent","1","Einwilligungserklärung_Radio","DEFAULT","completed","","","","100.00","","","Ja, ich stimme zu.","","81826","81826","2026-07-27T10:34:28.015Z","2026-07-27T10:35:49.841Z","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Consent","1","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":55,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","VSUP_Description","2","","DEFAULT","completed","","","","100.00","","","","","46290","46290","2026-07-27T10:35:50.071Z","2026-07-27T10:36:36.361Z","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","VSUP_Description","2","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":58,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":2,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","VSUP_Test","3","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","4","4","6667","6667","2026-07-27T10:36:36.585Z","2026-07-27T10:36:43.252Z","test1","Vsup"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","VSUP_Test","3","VSUP_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","-43.83345857895126","","6667","6667","2026-07-27T10:36:36.585Z","2026-07-27T10:36:43.252Z","test1","Vsup"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","VSUP_Test","3","VSUP_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","341.25","","6667","6667","2026-07-27T10:36:36.585Z","2026-07-27T10:36:43.252Z","test1","Vsup"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","VSUP_Test","3","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","12.904255","","6667","6667","2026-07-27T10:36:36.585Z","2026-07-27T10:36:43.252Z","test1","Vsup"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","VSUP_Test","3","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","ScaledGlyph_Description","4","","DEFAULT","completed","","","","100.00","","","","","23019","23019","2026-07-27T10:36:43.592Z","2026-07-27T10:37:06.611Z","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","ScaledGlyph_Description","4","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":2,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","ScaledGlyph_Test","5","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","4","4","8296","8296","2026-07-27T10:37:06.832Z","2026-07-27T10:37:15.128Z","test2","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","ScaledGlyph_Test","5","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","17.719961526447428","","8296","8296","2026-07-27T10:37:06.832Z","2026-07-27T10:37:15.128Z","test2","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","ScaledGlyph_Test","5","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","56.25","","8296","8296","2026-07-27T10:37:06.832Z","2026-07-27T10:37:15.128Z","test2","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","ScaledGlyph_Test","5","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","28.020641","","8296","8296","2026-07-27T10:37:06.832Z","2026-07-27T10:37:15.128Z","test2","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","ScaledGlyph_Test","5","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":39,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","IsoGlyph_Description","6","","DEFAULT","completed","","","","100.00","","","","","41962","41962","2026-07-27T10:37:15.460Z","2026-07-27T10:37:57.422Z","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","IsoGlyph_Description","6","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":5,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","IsoGlyph_Test","7","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","4","4","26200","26200","2026-07-27T10:37:57.650Z","2026-07-27T10:38:23.850Z","test3","IsoGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","IsoGlyph_Test","7","IsoGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","53.15959537001968","","26200","26200","2026-07-27T10:37:57.650Z","2026-07-27T10:38:23.850Z","test3","IsoGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","IsoGlyph_Test","7","IsoGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","324.375","","26200","26200","2026-07-27T10:37:57.650Z","2026-07-27T10:38:23.850Z","test3","IsoGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","IsoGlyph_Test","7","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit:","","10.564001","","26200","26200","2026-07-27T10:37:57.650Z","2026-07-27T10:38:23.850Z","test3","IsoGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","IsoGlyph_Test","7","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":0,""keydown"":1,""keyup"":1,""mousemove"":62,""mousedown"":2,""mouseup"":2,""resize"":3,""scroll"":7,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Niederschlag_Uncertainty_Minima_ScaledGlyph","8","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","1.4379904e-9","1.4379904e-9","64570","64570","2026-07-27T10:38:24.226Z","2026-07-27T10:39:28.796Z","precipitation","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Niederschlag_Uncertainty_Minima_ScaledGlyph","8","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","21.450475037398185","","64570","64570","2026-07-27T10:38:24.226Z","2026-07-27T10:39:28.796Z","precipitation","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Niederschlag_Uncertainty_Minima_ScaledGlyph","8","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","5.625","","64570","64570","2026-07-27T10:38:24.226Z","2026-07-27T10:39:28.796Z","precipitation","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Niederschlag_Uncertainty_Minima_ScaledGlyph","8","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit:","","3.9115616e-10","","64570","64570","2026-07-27T10:38:24.226Z","2026-07-27T10:39:28.796Z","precipitation","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Niederschlag_Uncertainty_Minima_ScaledGlyph","8","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":106,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Luftdruck_Value_Minima_ScaledGlyph","9","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","98008.52","98008.52","32990","32990","2026-07-27T10:39:29.014Z","2026-07-27T10:40:02.004Z","air_pressure","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Luftdruck_Value_Minima_ScaledGlyph","9","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","-66.2158721139987","","32990","32990","2026-07-27T10:39:29.014Z","2026-07-27T10:40:02.004Z","air_pressure","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Luftdruck_Value_Minima_ScaledGlyph","9","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","24.375","","32990","32990","2026-07-27T10:39:29.014Z","2026-07-27T10:40:02.004Z","air_pressure","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Luftdruck_Value_Minima_ScaledGlyph","9","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert:","","299.5629","","32990","32990","2026-07-27T10:39:29.014Z","2026-07-27T10:40:02.004Z","air_pressure","ScaledGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Luftdruck_Value_Minima_ScaledGlyph","9","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":67,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Temperatur_Regions_IsoGlyph","10","Temperatur_IsoGlyph_Checkbox_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","[""R5""]","","116091","116091","2026-07-27T10:40:02.293Z","2026-07-27T10:41:58.384Z","temperature","IsoGlyphRegions"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Temperatur_Regions_IsoGlyph","10","Temperatur_IsoGlyph_LongText_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Region 5 bietet einen Bereich mit sehr geringer Unsicherheit, die Temperatur kann daher sehr gut eingeschätzt werden ","","116091","116091","2026-07-27T10:40:02.293Z","2026-07-27T10:41:58.384Z","temperature","IsoGlyphRegions"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Temperatur_Regions_IsoGlyph","10","Temperatur_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Für ein neu entwickeltes Teleskop werden Umgebungstemperaturen von möglichst -12°C bevorzugt. Gleichzeitig sind möglichst verlässliche Temperaturprognosen wünschenswert, da starke Temperaturschwankungen die Funktion der Technik ebenfalls beeinträchtigen können. Die fünf markierten Regionen unterscheiden sich sowohl in ihrer prognostizierten Temperatur als auch in der Unsicherheit dieser Vorhersage. Welchen Standort würden Sie auswählen? Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","6","","116091","116091","2026-07-27T10:40:02.293Z","2026-07-27T10:41:58.384Z","temperature","IsoGlyphRegions"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Temperatur_Regions_IsoGlyph","10","windowEvents","DEFAULT","","","","","","","","{""focus"":5,""input"":120,""keydown"":138,""keyup"":119,""mousemove"":139,""mousedown"":5,""mouseup"":4,""resize"":0,""scroll"":16,""visibility"":0}","","","","","","",""
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Luftdruck_Value_Maxima_IsoGlyph","11","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","103119.4","103119.4","57954","57954","2026-07-27T10:41:58.719Z","2026-07-27T10:42:56.673Z","air_pressure","IsoGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Luftdruck_Value_Maxima_IsoGlyph","11","IsoGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","45.698693877701785","","57954","57954","2026-07-27T10:41:58.719Z","2026-07-27T10:42:56.673Z","air_pressure","IsoGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Luftdruck_Value_Maxima_IsoGlyph","11","IsoGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","95.625","","57954","57954","2026-07-27T10:41:58.719Z","2026-07-27T10:42:56.673Z","air_pressure","IsoGlyph"
"e10a8ce6-d95e-4fb3-a698-7144bf6fdc9f","Luftdruck_Value_Maxima_IsoGlyph","11","IsoGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert:","","315.1858","","57954","57954","2026-07-27T10:41:58.719Z","2026-07-27T10:42:56.673Z","air_pressure","IsoGlyph"
