participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,helpButtonClickedCount,startTime,endTime,parameters_preset,parameters_output
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Maxima_IsoGlyph","10","Niederschlag_Uncertainty_Maxima_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","7279","7279","0","2026-08-22T13:55:53.191Z","2026-08-22T13:56:00.470Z","precipitation","IsoGlyph"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Maxima_IsoGlyph","10","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Minima_VSUP","11","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","-999","1.4379904e-9","7298","7298","0","2026-08-22T13:56:01.506Z","2026-08-22T13:56:08.804Z","precipitation","Vsup"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Minima_VSUP","11","Niederschlag_Uncertainty_Minima_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","7298","7298","0","2026-08-22T13:56:01.506Z","2026-08-22T13:56:08.804Z","precipitation","Vsup"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Minima_VSUP","11","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Maxima_ScaledGlyph","12","ScaledGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","-999","103119.4","9393","9393","0","2026-08-22T13:56:10.120Z","2026-08-22T13:56:19.513Z","air_pressure","ScaledGlyph"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Maxima_ScaledGlyph","12","Luftdruck_Value_Maxima_ScaledGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","9393","9393","0","2026-08-22T13:56:10.120Z","2026-08-22T13:56:19.513Z","air_pressure","ScaledGlyph"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Maxima_ScaledGlyph","12","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":21,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Minima_IsoGlyph","13","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","-999","98008.52","7082","7082","0","2026-08-22T13:56:20.532Z","2026-08-22T13:56:27.614Z","air_pressure","IsoGlyph"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Minima_IsoGlyph","13","Luftdruck_Value_Minima_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","7082","7082","0","2026-08-22T13:56:20.532Z","2026-08-22T13:56:27.614Z","air_pressure","IsoGlyph"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Minima_IsoGlyph","13","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Maxima_VSUP","14","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","-999","0.00007260401","11466","11466","0","2026-08-22T13:56:28.602Z","2026-08-22T13:56:40.068Z","precipitation","Vsup"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Maxima_VSUP","14","Niederschlag_Uncertainty_Maxima_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","11466","11466","0","2026-08-22T13:56:28.602Z","2026-08-22T13:56:40.068Z","precipitation","Vsup"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Maxima_VSUP","14","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Minima_ScaledGlyph","15","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","","-999","1.4379904e-9","7718","7718","0","2026-08-22T13:56:41.344Z","2026-08-22T13:56:49.062Z","precipitation","ScaledGlyph"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Minima_ScaledGlyph","15","Niederschlag_Uncertainty_Minima_ScaledGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der geringsten Unsicherheit.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","7718","7718","0","2026-08-22T13:56:41.344Z","2026-08-22T13:56:49.062Z","precipitation","ScaledGlyph"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Niederschlag_Uncertainty_Minima_ScaledGlyph","15","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Maxima_IsoGlyph","16","IsoGlyph_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","","-999","103119.4","7743","7743","0","2026-08-22T13:56:50.088Z","2026-08-22T13:56:57.831Z","air_pressure","IsoGlyph"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Maxima_IsoGlyph","16","Luftdruck_Value_Maxima_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem höchsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","7743","7743","0","2026-08-22T13:56:50.088Z","2026-08-22T13:56:57.831Z","air_pressure","IsoGlyph"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Maxima_IsoGlyph","16","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Minima_VSUP","17","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","","-999","98008.52","9913","9913","0","2026-08-22T13:56:58.772Z","2026-08-22T13:57:08.685Z","air_pressure","Vsup"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Minima_VSUP","17","Luftdruck_Value_Minima_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit dem geringsten Mittelwert.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","9913","9913","0","2026-08-22T13:56:58.772Z","2026-08-22T13:57:08.685Z","air_pressure","Vsup"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Luftdruck_Value_Minima_VSUP","17","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Region_Task","18","","DEFAULT","completed","","","","100.00","","","","","3037","3037","0","2026-08-22T13:57:09.612Z","2026-08-22T13:57:12.649Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Region_Task","18","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_IsoGlyph","19","Temperatur_Regions_IsoGlyph_Radio_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","R4","","10445","10445","0","2026-08-22T13:57:12.947Z","2026-08-22T13:57:23.392Z","temperature","IsoGlyphRegions"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_IsoGlyph","19","Temperatur_Regions_IsoGlyph_LongText_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Testdurchlauf 4","","10445","10445","0","2026-08-22T13:57:12.947Z","2026-08-22T13:57:23.392Z","temperature","IsoGlyphRegions"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_IsoGlyph","19","Temperatur_Regions_IsoGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","10445","10445","0","2026-08-22T13:57:12.947Z","2026-08-22T13:57:23.392Z","temperature","IsoGlyphRegions"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_IsoGlyph","19","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_VSUP","20","Temperatur_Regions_VSUP_Radio_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","R4","","21575","21575","0","2026-08-22T13:57:24.979Z","2026-08-22T13:57:46.554Z","temperature","VsupRegions"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_VSUP","20","Temperatur_Regions_VSUP_LongText_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Testdurchlauf 4","","21575","21575","0","2026-08-22T13:57:24.979Z","2026-08-22T13:57:46.554Z","temperature","VsupRegions"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_VSUP","20","Temperatur_Regions_VSUP_Likert_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","21575","21575","0","2026-08-22T13:57:24.979Z","2026-08-22T13:57:46.554Z","temperature","VsupRegions"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_VSUP","20","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":2,""keyup"":2,""mousemove"":20,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_ScaledGlyph","21","Temperatur_Regions_ScaledGlyph_Radio_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Welche Region würden Sie wählen?","R4","","13989","13989","0","2026-08-22T13:57:47.850Z","2026-08-22T13:58:01.839Z","temperature","ScaledGlyphRegions"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_ScaledGlyph","21","Temperatur_Regions_ScaledGlyph_LongText_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wieso haben Sie sich für diese Region entschieden?","Testdurchlauf 4","","13989","13989","0","2026-08-22T13:57:47.850Z","2026-08-22T13:58:01.839Z","temperature","ScaledGlyphRegions"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_ScaledGlyph","21","Temperatur_Regions_ScaledGlyph_Likert_Response","DEFAULT","completed","","","","100.00","Lesen Sie sich die Erklärung aufmerksam durch und bearbeiten Sie folgende Aufgaben:<br> Welchen Standort würden Sie auswählen? <br> Wählen Sie eine Region aus und begründen Sie Ihre Entscheidung.","Wie sicher sind Sie sich mit Ihrer Antwort?","4","","13989","13989","0","2026-08-22T13:57:47.850Z","2026-08-22T13:58:01.839Z","temperature","ScaledGlyphRegions"
"27a2e590-a9e7-4a96-bf62-b9648a940757","Temperatur_Regions_ScaledGlyph","21","windowEvents","DEFAULT","","","","","","","","{""focus"":5,""input"":4,""keydown"":3,""keyup"":2,""mousemove"":35,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","Method_Rating","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","Welche Darstellung fanden Sie am hilfreichsten für die Aufgaben?

| Darstellung A | Darstellung B | Darstellung C |
|---|---|---|
| <img src=""Nutzerstudie/Assets/Plots/Test/Vsup/Test_VSUP_Plot.png"" width=""280"" /> | <img src=""Nutzerstudie/Assets/Plots/Test/ScaledGlyph/Test_ScaledGlyph_Plot.png"" width=""280"" /> | <img src=""Nutzerstudie/Assets/Plots/Test/IsoGlyph/Test_IsoGlyph_Plot.png"" width=""280"" /> |","{""Darstellung A"":""0"",""Darstellung B"":""1"",""Darstellung C"":""2""}","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","VSUP_Heading","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","### Darstellung A","","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","VSUP_Readability_Response","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","Wie leicht konnten Sie die Werte aus der Darstellung A ablesen?","4","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","VSUP_Effort_Response","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","Wie anstrengend war die Arbeit mit der Darstellung A?","4","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","ScaledGlyph_Heading","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","### Darstellung B","","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","ScaledGlyph_Readability_Response","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","Wie leicht konnten Sie die Werte aus der Darstellung B ablesen?","4","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","ScaledGlyph_Effort_Response","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","Wie anstrengend war die Arbeit mit der Darstellung B?","4","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","IsoGlyph_Heading","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","### Darstellung C","","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","IsoGlyph_Readability_Response","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","Wie leicht konnten Sie die Werte aus der Darstellung C?","4","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","IsoGlyph_Effort_Response","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","Wie anstrengend war die Arbeit mit der Darstellung C?","4","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","Remarks","DEFAULT","completed","","","","100.00","Ziehen Sie die verfügbaren Antworten mit gedrückter linker Maustaste in den dafür vorgesehenen Bereich und ordnen sie dort entsprechend der angegebenen Reihenfolge an.","Weitere Anmerkungen","Testdurchlauf 4","","29302","29302","0","2026-08-22T13:58:03.438Z","2026-08-22T13:58:32.740Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Feedback","22","windowEvents","DEFAULT","","","","","","","","{""focus"":10,""input"":7,""keydown"":3,""keyup"":2,""mousemove"":73,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":9,""visibility"":0}","","","","","","","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Demographic","23","Age","DEFAULT","completed","","","","100.00","","Wie alt sind Sie?","35-39","","14433","14433","0","2026-08-22T13:58:34.110Z","2026-08-22T13:58:48.543Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Demographic","23","Qualification","DEFAULT","completed","","","","100.00","","Was ist ihr höchster Bildungsabschluss?","Bachelor","","14433","14433","0","2026-08-22T13:58:34.110Z","2026-08-22T13:58:48.543Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Demographic","23","Familiarity","DEFAULT","completed","","","","100.00","","Wie vertraut sind Sie allgemein mit Unsicherheitsvisualisierungen?","4","","14433","14433","0","2026-08-22T13:58:34.110Z","2026-08-22T13:58:48.543Z","",""
"27a2e590-a9e7-4a96-bf62-b9648a940757","Demographic","23","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":54,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","",""
"374b13a4-e27a-4c7a-a5bc-7214799c0466","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"3769751d-f14e-4917-8acd-3b238815f0fd","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"3ee1f941-fed1-43a9-8557-b6d398398887","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"3fb84aba-ccec-4afc-8733-971b25e97e99","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"43f97216-9361-4290-9baa-b36f1e5af2f7","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"4a416ce4-d535-4294-9571-93dba03ac664","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"4ff06df8-da9b-4fb8-b5d7-ddbe276c18aa","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"53054a4c-c9a9-48f3-949b-f01af77b493d","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"5e6f38a6-8c43-4402-9643-99ee5a49e4e8","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"6315c1e0-5bea-4ab5-9088-9e06b714f090","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"660f55fd-018b-4b7c-81b3-df3f4fac2399","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"74897d82-8174-4892-849a-6fac4c6c0027","participantTags","","participantTags","DEFAULT","","","","","","","","[]","","","","","","","",""
"74897d82-8174-4892-849a-6fac4c6c0027","Introduction","0","","DEFAULT","completed","","","","100.00","","","","","19800","19800","0","2026-08-22T13:59:14.954Z","2026-08-22T13:59:34.754Z","",""
"74897d82-8174-4892-849a-6fac4c6c0027","Introduction","0","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":58,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"74897d82-8174-4892-849a-6fac4c6c0027","Consent","1","Einwilligungserklärung_Radio","DEFAULT","completed","","","","100.00","","","Ja, ich stimme zu.","","3354","3354","0","2026-08-22T13:59:34.967Z","2026-08-22T13:59:38.321Z","",""
"74897d82-8174-4892-849a-6fac4c6c0027","Consent","1","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","",""
"74897d82-8174-4892-849a-6fac4c6c0027","Task_Explanation","2","Beispiel_Checkbox_Response","DEFAULT","completed","","","","100.00","Beispiel","Hier wählen Sie eine der Optionen aus:","","","5726","5726","0","2026-08-22T13:59:38.646Z","2026-08-22T13:59:44.372Z","empty","vsupPlot"
"74897d82-8174-4892-849a-6fac4c6c0027","Task_Explanation","2","Beispiel_LongText_Response","DEFAULT","completed","","","","100.00","Beispiel","Hier können Sie eine Begründung schreiben:","","","5726","5726","0","2026-08-22T13:59:38.646Z","2026-08-22T13:59:44.372Z","empty","vsupPlot"
"74897d82-8174-4892-849a-6fac4c6c0027","Task_Explanation","2","Beispiel_Likert_Response","DEFAULT","completed","","","","100.00","Beispiel","Hier bewerten Sie:","","","5726","5726","0","2026-08-22T13:59:38.646Z","2026-08-22T13:59:44.372Z","empty","vsupPlot"
"74897d82-8174-4892-849a-6fac4c6c0027","Task_Explanation","2","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":22,""mousedown"":0,""mouseup"":1,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","",""
"74897d82-8174-4892-849a-6fac4c6c0027","VSUP_Explanation","3","VSUP_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","10","10","4765","4765","0","2026-08-22T13:59:44.804Z","2026-08-22T13:59:49.569Z","test1","Vsup"
"74897d82-8174-4892-849a-6fac4c6c0027","VSUP_Explanation","3","VSUP_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","1","","4765","4765","0","2026-08-22T13:59:44.804Z","2026-08-22T13:59:49.569Z","test1","Vsup"
"74897d82-8174-4892-849a-6fac4c6c0027","VSUP_Explanation","3","VSUP_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","8","","4765","4765","0","2026-08-22T13:59:44.804Z","2026-08-22T13:59:49.569Z","test1","Vsup"
"74897d82-8174-4892-849a-6fac4c6c0027","VSUP_Explanation","3","VSUP_Response_Value","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","15","","4765","4765","0","2026-08-22T13:59:44.804Z","2026-08-22T13:59:49.569Z","test1","Vsup"
"74897d82-8174-4892-849a-6fac4c6c0027","VSUP_Explanation","3","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":28,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":8,""visibility"":0}","","","","","","","",""
"74897d82-8174-4892-849a-6fac4c6c0027","ScaledGlyph_Explanation","4","ScaledGlyph_Response_Uncertainty","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","10","10","5169","5169","0","2026-08-22T13:59:49.732Z","2026-08-22T13:59:54.901Z","test2","ScaledGlyph"
"74897d82-8174-4892-849a-6fac4c6c0027","ScaledGlyph_Explanation","4","ScaledGlyph_Response_Latitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","8","","5169","5169","0","2026-08-22T13:59:49.732Z","2026-08-22T13:59:54.901Z","test2","ScaledGlyph"
"74897d82-8174-4892-849a-6fac4c6c0027","ScaledGlyph_Explanation","4","ScaledGlyph_Response_Longitude","DEFAULT","completed","","","","100.00","Klicken Sie auf die Stelle mit der höchsten Unsicherheit.","","4","","5169","5169","0","2026-08-22T13:59:49.732Z","2026-08-22T13:59:54.901Z","test2","ScaledGlyph"
